experiment,plate,neuron_type,condition,stress_label,cell_line,als_label,well_row,well_col,number_of_channels,channel_1,channel_2,channel_3,channel_4,fov,number_of_planes,exclude
screenE,P11,D6,untreated,no_stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,2,8,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT2,als,3,8,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,2,9,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P11,D6,untreated,no_stress,MUT1,als,3,9,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,2,3,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL2,control,3,3,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,2,4,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,CTRL3,control,3,4,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,2,6,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,MUT3,als,3,6,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,3,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,4,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,5,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,6,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,7,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,8,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,9,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,10,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,11,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,2,7,4,DAPI,BIII,SFPQ,TDP-43,12,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,1,4,no
screenE,P14,D6,osmotic_2h,stress,MUT4,als,3,7,4,DAPI,BIII,SFPQ,TDP-43,2,4,no
