experiment,plate,neuron_type,condition,stress_label,cell_line,als_label,well_row,well_col,number_of_channels,channel_1,channel_2,channel_3,channel_4,fov,number_of_planes,exclude
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,4,4,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,CTRL3,control,5,4,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,4,6,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT3,als,5,6,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,4,7,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT4,als,5,7,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,4,8,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT2,als,5,8,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,4,9,4,DAPI,BIII,hnRNPK,PABP,12,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,1,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,2,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,3,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,4,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,5,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,6,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,7,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,8,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,9,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,10,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,11,4,no
screenE,P13,D6,oxidative,stress,MUT1,als,5,9,4,DAPI,BIII,hnRNPK,PABP,12,4,no
