experiment,plate,neuron_type,condition,stress_label,cell_line,als_label,well_row,well_col,number_of_channels,channel_1,channel_2,channel_3,channel_4,fov,number_of_planes,exclude
screenA,P1,D17,untreated,no_stress,CTRL1,control,3,2,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,untreated,no_stress,CTRL1,control,3,2,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,untreated,no_stress,CTRL1,control,3,2,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,4,2,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,oxidative,stress,CTRL1,control,5,2,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,6,2,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,osmotic,stress,CTRL1,control,7,2,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,2,3,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,untreated,no_stress,CTRL2,control,3,3,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,4,3,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,oxidative,stress,CTRL2,control,5,3,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,6,3,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,osmotic,stress,CTRL2,control,7,3,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,2,4,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,untreated,no_stress,CTRL3,control,3,4,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,4,4,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,oxidative,stress,CTRL3,control,5,4,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,6,4,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,1,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,2,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,3,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,4,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,5,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,6,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,7,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,8,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,9,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,10,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,11,4,no
screenA,P1,D17,osmotic,stress,CTRL3,control,7,4,3,DAPI,SFPQ,PABP,none,12,4,no
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,1,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,2,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,3,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,4,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,5,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,6,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,7,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,8,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,9,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,10,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,11,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,2,5,3,DAPI,SFPQ,PABP,none,12,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,1,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,2,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,3,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,4,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,5,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,6,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,7,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,8,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,9,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,10,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,11,4,yes
screenA,P1,D17,untreated,no_stress,CTRL5,control,3,5,3,DAPI,SFPQ,PABP,none,12,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,1,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,2,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,3,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,4,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,5,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,6,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,7,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,8,4,yes
screenA,P1,D17,oxidative,stress,CTRL5,control,4,5,3,DAPI,SFPQ,PABP,none,9,4,yes
